text,label
"lol electric cars is literally all over my feed rn, so annoying",0
"lol remote work is literally all over my feed rn, so annoying",0
"In conclusion, remote work is a multifaceted issue that requires careful consideration of various factors.",1
"lol climate change is literally all over my feed rn, so annoying",0
"ok so electric cars - i have mixed feelings, some good some bad stuff there",0
"In conclusion, electric cars is a multifaceted issue that requires careful consideration of various factors.",1
"ok so remote work - i have mixed feelings, some good some bad stuff there",0
"ok so social media - i have mixed feelings, some good some bad stuff there",0
"ugh social media again, everyone's talking about it but nobody agrees",0
It is important to note that renewable energy has both advantages and disadvantages worth examining.,1
"Furthermore, the impact of online education on society cannot be overstated, as it affects numerous stakeholders.",1
It is important to note that online education has both advantages and disadvantages worth examining.,1
"not sure what to think about artificial intelligence, my friend says it's a big deal",0
"In conclusion, remote work is a multifaceted issue that requires careful consideration of various factors.",1
"To summarize, social media is an evolving field that continues to attract considerable attention.",1
"To summarize, remote work is an evolving field that continues to attract considerable attention.",1
"ugh electric cars again, everyone's talking about it but nobody agrees",0
"my take on social media? it's overhyped but whatever, still interesting",0
"honestly artificial intelligence is kind of a mess right now, not gonna lie",0
"honestly remote work is kind of a mess right now, not gonna lie",0
It is worth noting that online education presents both opportunities and challenges for various communities.,1
online education is cool i guess but also kinda scary if you think about it,0
"In conclusion, artificial intelligence is a multifaceted issue that requires careful consideration of various factors.",1
"Overall, renewable energy represents a significant area of interest with implications for the future.",1
"honestly online education is kind of a mess right now, not gonna lie",0
"honestly space exploration is kind of a mess right now, not gonna lie",0
"so I've been reading about space exploration and idk, it's complicated tbh",0
"my take on renewable energy? it's overhyped but whatever, still interesting",0
"not sure what to think about online education, my friend says it's a big deal",0
"Overall, artificial intelligence represents a significant area of interest with implications for the future.",1
"When considering healthy eating, one must take into account multiple perspectives and potential outcomes.",1
"not sure what to think about healthy eating, my friend says it's a big deal",0
"Overall, urban planning represents a significant area of interest with implications for the future.",1
